numero_da_ocorrencia,classificacao_da_ocorrencia,data_da_ocorrencia,municipio,uf,regiao,tipo_de_ocorrencia,categoria_da_aeronave,fase_da_operacao,tipo_de_operacao,danos_a_aeronave,modelo,nome_do_fabricante,lesoes_fatais,lesoes_graves,lesoes_leves,ilesos,lesoes_desconhecidas,ano_da_ocorrencia,categoria_descritivo,danos_aeronave
6494,Incidente Grave,2016-03-09,CONQUISTA D'OESTE,MT,Centro-Oeste,OUTROS,TPP,Decolagem,Voo Privado,Leve,EMB-721C,NEIVA,0,0.0,0,2,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
6491,Acidente,2016-03-24,JAURU,MT,Centro-Oeste,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,PA-28RT-201T,PIPER AIRCRAFT,0,0.0,0,3,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6491,Acidente,2016-03-24,JAURU,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Pouso,Voo Privado,Substancial,PA-28RT-201T,PIPER AIRCRAFT,0,0.0,0,3,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6487,Acidente,2015-12-17,ITÁPOLIS,SP,Sudeste,EXCURSÃO DE PISTA,PRI,Pouso,Voo de Instrução,Substancial,56-C,NEIVA,0,0.0,0,1,0,2015,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
6487,Acidente,2015-12-17,ITÁPOLIS,SP,Sudeste,PERDA DE CONTROLE NO SOLO,PRI,Pouso,Voo de Instrução,Substancial,56-C,NEIVA,0,0.0,0,1,0,2015,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
6485,Acidente,2015-12-15,RIO DE JANEIRO,RJ,Sudeste,PERDA DE CONTROLE NO SOLO,PRI,Decolagem,Voo de Instrução,Substancial,R22 BETA,ROBINSON HELICOPTER,0,0.0,0,2,0,2015,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
6484,Acidente,2015-12-15,PALOTINA,PR,Sul,PERDA DE CONTROLE EM VOO,TPP,Especializada,Operação Agrícola,Substancial,EMB-202,NEIVA,0,0.0,1,0,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6264,Acidente,2015-11-13,PARATININGA,MT,Centro-Oeste,OUTROS,TPP,Indeterminada,Voo Privado,Destruída,95-B55,BEECH AIRCRAFT,1,0.0,0,0,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
6261,Acidente,2014-12-19,AGUA BOA,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Especializada,Operação Agrícola,Substancial,EMB-202,NEIVA,1,0.0,0,0,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6260,Acidente,2014-12-17,NAZÁRIO,GO,Centro-Oeste,OUTROS,TPP,Especializada,Operação Agrícola,Substancial,EMB-201,NEIVA,0,1.0,0,0,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6258,Incidente Grave,2014-10-24,SANTANA DO PARAISO,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Em rota,Voo Privado,Nenhum,G FLY,CARLOS GILBERTO FRAGA MARQUES,0,0.0,0,2,0,2014,Protótipo Experimental,3 - Nenhum
7017,Acidente,2016-05-16,AVARÉ,SP,Sudeste,PERDA DE CONTROLE EM VOO,PET,Pouso,Voo Privado,Substancial,TALON A600,Vinicius Marini Ferreira,0,0.0,0,1,0,2016,Protótipo Experimental,5 - Substancial
7009,Incidente Grave,2016-07-08,NOVA LIMA,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Pouso,Voo de Instrução,Leve,R22 BETA,ROBINSON HELICOPTER,0,0.0,0,2,0,2016,Privada Instrução (Aeroclubes e Escolas de Aviação),4 - Leve
7007,Incidente Grave,2016-06-13,PIRAPORA,MG,Sudeste,PERDA DE CONTROLE NO SOLO,TPP,Corrida após pouso,Voo Privado,Leve,58P,BEECH AIRCRAFT,0,0.0,0,1,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
6256,Acidente,2014-10-05,SENA MADUREIRA,AC,Norte,INDETERMINADO,TPP,Em rota,Voo Privado,Substancial,182P,CESSNA AIRCRAFT,0,0.0,1,0,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7016,Incidente Grave,2016-05-14,CAMPINAS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Pouso,Voo Privado,Leve,310Q,CESSNA AIRCRAFT,0,0.0,0,2,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
7007,Incidente Grave,2016-06-13,PIRAPORA,MG,Sudeste,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Leve,58P,BEECH AIRCRAFT,0,0.0,0,1,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
7006,Acidente,2016-06-21,JI-PARANÃ,RO,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PET,Decolagem,Voo Privado,Destruída,,,1,0.0,0,0,0,2016,Protótipo Experimental,6 - Destruída
7005,Acidente,2016-10-23,VALE VERDE,RS,Sul,PERDA DE CONTROLE NO SOLO,S11,Táxi,Operação Agrícola,Substancial,A188B,CESSNA AIRCRAFT,0,0.0,0,1,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
7001,Acidente,2016-09-01,ALTO PARANÁ,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Subida,Voo Privado,Substancial,AA-155,AEROALCOOL  TECNOLOGIA  LTDA,0,0.0,0,2,0,2016,Protótipo Experimental,5 - Substancial
7000,Acidente,2016-09-01,SORRISO,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,S05,Circuto de Tráfego,Operação Agrícola,Substancial,AT-502B,AIR TRACTOR,2,0.0,0,0,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6751,Acidente,2016-01-12,MONTES CLAROS DE GOIÁS,GO,Centro-Oeste,PERDA DE CONTROLE EM VOO,S05,Especializada,Operação Agrícola,Destruída,EMB-201A,NEIVA,0,1.0,0,0,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",6 - Destruída
6750,Acidente,2016-01-11,URUGUAIANA,RS,Sul,EXCURSÃO DE PISTA,S05,Corrida após pouso,Operação Agrícola,Substancial,EMB-202,EMBRAER,0,0.0,0,1,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6747,Acidente,2016-03-20,SÃO CARLOS,SP,Sudeste,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Substancial,C90A,RAYTHEON AIRCRAFT,0,0.0,0,3,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6747,Acidente,2016-03-20,SÃO CARLOS,SP,Sudeste,PERDA DE CONTROLE NO SOLO,TPP,Corrida após pouso,Voo Privado,Substancial,C90A,RAYTHEON AIRCRAFT,0,0.0,0,3,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6746,Acidente,2016-03-19,BEBERIBE,CE,Nordeste,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,SR22,CIRRUS DESIGN,0,0.0,0,4,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6746,Acidente,2016-03-19,BEBERIBE,CE,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Pouso,Voo Privado,Substancial,SR22,CIRRUS DESIGN,0,0.0,0,4,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6743,Acidente,2016-03-18,OEIRAS,PI,Nordeste,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,C90,BEECH AIRCRAFT,0,0.0,1,7,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6743,Acidente,2016-03-18,OEIRAS,PI,Nordeste,PERDA DE CONTROLE NO SOLO,TPP,Pouso,Voo Privado,Substancial,C90,BEECH AIRCRAFT,0,0.0,1,7,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6742,Acidente,2016-03-17,JABORANDI,BA,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,S00,Manobra,Operação Agrícola,Substancial,EMB-202,NEIVA,0,1.0,0,0,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6741,Acidente,2016-03-13,PALMEIRA DAS MISSÕES,RS,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,S05,Subida,Operação Agrícola,Substancial,EMB-202A,EMBRAER,0,0.0,0,1,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6740,Acidente,2016-03-12,SALTO DE PIRAPORA,SP,Sudeste,PERDA DE CONTROLE EM VOO,PET,Subida,Voo Privado,Destruída,SAVANNAH-S,AEROBRAVO INDÚSTRIA AERONÁUTICA LTDA,1,1.0,0,0,0,2016,Protótipo Experimental,6 - Destruída
6736,Acidente,2016-03-13,CRISTALÂNDIA,TO,Norte,PERDA DE CONTROLE NO SOLO,S05,Decolagem,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,0.0,1,0,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6736,Acidente,2016-03-13,CRISTALÂNDIA,TO,Norte,EXCURSÃO DE PISTA,S05,Decolagem,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,0.0,1,0,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6734,Acidente,2016-02-09,SÃO LUIZ,MA,Nordeste,INDETERMINADO,PET,Em rota,Voo Privado,Destruída,M22 FW,Golden Flyer Const. Aeronáuticas Ltda.,2,0.0,0,0,0,2016,Protótipo Experimental,6 - Destruída
6479,Incidente Grave,2015-12-15,ARAGUAÍNA,TO,Norte,PERDA DE CONTROLE NO SOLO,TPP,Corrida após pouso,Voo Privado,Substancial,G58,BEECH AIRCRAFT,0,0.0,0,4,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6476,Acidente,2015-12-08,JALES,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Em rota,Voo Privado,Substancial,PA-24-260,PIPER AIRCRAFT,0,0.0,0,1,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6472,Acidente,2015-12-08,AGUAÍ,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S05,Decolagem,Operação Agrícola,Substancial,EMB-202A,EMBRAER,0,0.0,0,1,0,2015,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6470,Acidente,2015-10-30,VILHENA,RO,Norte,PERDA DE CONTROLE EM VOO,PET,Subida,Voo Privado,Substancial,ADVENTURE,Trike Icaros Ind. Aeronáutica Ltda.,1,0.0,0,0,0,2015,Protótipo Experimental,5 - Substancial
6468,Acidente,2015-11-10,ARAPONGAS,PR,Sul,EXCURSÃO DE PISTA,PET,Pouso,Voo Privado,Substancial,CONQUEST,ANTONIO BARBOSA,0,0.0,0,1,0,2015,Protótipo Experimental,5 - Substancial
6468,Acidente,2015-11-10,ARAPONGAS,PR,Sul,PERDA DE CONTROLE EM VOO,PET,Pouso,Voo Privado,Substancial,CONQUEST,ANTONIO BARBOSA,0,0.0,0,1,0,2015,Protótipo Experimental,5 - Substancial
6252,Acidente,2014-10-09,PARAGUAÇU PAULISTA,SP,Sudeste,COMBUSTÍVEL,S05,Especializada,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,0.0,1,0,0,2014,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6251,Acidente,2014-10-11,TATUÍ,SP,Sudeste,EXCURSÃO DE PISTA,PRI,Pouso,Voo de Instrução,Substancial,AB-180,AERO BOERO,0,0.0,0,1,0,2014,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
6249,Acidente,2014-11-17,CIDADE GAÚCHA,PR,Sul,PERDA DE CONTROLE EM VOO,S05,Manobra,Operação Agrícola,Destruída,PA-25-235,PIPER AIRCRAFT,1,0.0,0,0,0,2014,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",6 - Destruída
6242,Acidente,2014-10-27,CAMPINA GRANDE DO SUL,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Em rota,Voo de Instrução,Substancial,R22 BETA,ROBINSON HELICOPTER,0,0.0,0,2,0,2014,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
6994,Acidente,2016-09-22,CAMPINÁPOLIS,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Em rota,Voo Privado,Substancial,E55,BEECH AIRCRAFT,4,0.0,0,0,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6993,Acidente,2016-10-07,PIRACANJUBA,GO,Centro-Oeste,INDETERMINADO,PET,Manobra,Voo Privado,Substancial,ADVENTURE,,1,0.0,0,0,0,2016,Protótipo Experimental,5 - Substancial
6991,Incidente Grave,2016-08-11,JANUÁRIA,MG,Sudeste,CONTATO ANORMAL COM A PISTA,ADE,Pouso,Operação Pública,Substancial,210L,CESSNA AIRCRAFT,0,0.0,0,2,0,2016,Aeronave de Demonstração,5 - Substancial
6992,Acidente,2016-08-21,SANTO ANTONIO DO LEVERGER,MT,Centro-Oeste,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Substancial,V35B,BEECH AIRCRAFT,0,0.0,4,0,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6992,Acidente,2016-08-21,SANTO ANTONIO DO LEVERGER,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Corrida após pouso,Voo Privado,Substancial,V35B,BEECH AIRCRAFT,0,0.0,4,0,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6989,Incidente Grave,2016-08-21,MANAUS,AM,Norte,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPX,Decolagem,Táxi Aéreo,Substancial,U206G,CESSNA AIRCRAFT,0,0.0,0,4,0,2016,Particular Experimental,5 - Substancial
6731,Acidente,2016-02-08,PARANATINGA,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,S05,Manobra,Operação Agrícola,Destruída,EMB-202,NEIVA,1,0.0,0,0,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",6 - Destruída
6985,Acidente,2015-03-14,CANARANA,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Manobra,Operação Agrícola,Destruída,,,1,0.0,0,0,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
6729,Incidente Grave,2016-02-19,LAGOA DA CONFUSÃO,TO,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S05,Especializada,Operação Agrícola,Leve,EMB-201A,NEIVA,0,0.0,0,1,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
6729,Incidente Grave,2016-02-19,LAGOA DA CONFUSÃO,TO,Norte,EXCURSÃO DE PISTA,S05,Especializada,Operação Agrícola,Leve,EMB-201A,NEIVA,0,0.0,0,1,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
6727,Acidente,2016-02-18,NOVA UBIRATÃ,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Especializada,Operação Agrícola,Substancial,EMB-202A,EMBRAER,0,0.0,0,1,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6724,Acidente,2016-02-26,JAGUAPITÃ,PR,Sul,INDETERMINADO,PET,Indeterminada,Voo Privado,Substancial,PELICAN 500BR,FLYER,2,0.0,0,0,0,2016,Protótipo Experimental,5 - Substancial
6718,Incidente Grave,2016-01-25,CAMPO GRANDE,MS,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Corrida após pouso,Voo Privado,Leve,58,BEECH AIRCRAFT,0,0.0,0,4,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
6715,Incidente Grave,2016-01-24,LONDRINA,PR,Sul,EXCURSÃO DE PISTA,PRI,Corrida após pouso,Voo de Instrução,Nenhum,AB-115,AERO BOERO,0,0.0,0,2,0,2016,Privada Instrução (Aeroclubes e Escolas de Aviação),3 - Nenhum
6715,Incidente Grave,2016-01-24,LONDRINA,PR,Sul,PERDA DE CONTROLE NO SOLO,PRI,Corrida após pouso,Voo de Instrução,Nenhum,AB-115,AERO BOERO,0,0.0,0,2,0,2016,Privada Instrução (Aeroclubes e Escolas de Aviação),3 - Nenhum
6461,Incidente Grave,2016-04-22,REDENÇÃO,PA,Norte,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,PA-34-220T,PIPER AIRCRAFT,0,0.0,0,4,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6464,Acidente,2015-11-21,GARIBALDI,RS,Sul,EXCURSÃO DE PISTA,PRI,Corrida após pouso,Voo de Instrução,Substancial,AB-180,AERO BOERO,0,0.0,0,1,0,2015,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
6464,Acidente,2015-11-21,GARIBALDI,RS,Sul,PERDA DE CONTROLE NO SOLO,PRI,Corrida após pouso,Voo de Instrução,Substancial,AB-180,AERO BOERO,0,0.0,0,1,0,2015,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
6461,Incidente Grave,2016-04-22,REDENÇÃO,PA,Norte,CONTATO ANORMAL COM A PISTA,TPP,Pouso,Voo Privado,Substancial,PA-34-220T,PIPER AIRCRAFT,0,0.0,0,4,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6460,Acidente,2016-04-22,RIO DE JANEIRO,RJ,Sudeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPX,Pouso,Táxi Aéreo,Destruída,AS 350 B3,EUROCOPTER FRANCE,0,0.0,0,3,0,2016,Particular Experimental,6 - Destruída
6458,Acidente,2015-09-28,TRAJANO DE MORAIS,RJ,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Em rota,Voo Privado,Substancial,FOX II,,0,0.0,2,0,0,2015,Protótipo Experimental,5 - Substancial
6455,Acidente,2015-09-19,GOIÂNIA,GO,Centro-Oeste,PERDA DE CONTROLE NO SOLO,TPP,Corrida após pouso,Voo Privado,Substancial,PA-34-220T,PIPER AIRCRAFT,0,0.0,0,5,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6455,Acidente,2015-09-19,GOIÂNIA,GO,Centro-Oeste,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Substancial,PA-34-220T,PIPER AIRCRAFT,0,0.0,0,5,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6240,Acidente,2014-10-16,BOITUVA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Aproximação,Voo Privado,Substancial,182A,CESSNA AIRCRAFT,0,0.0,2,0,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6238,Acidente,2014-10-19,MANOEL URBANO,AC,Norte,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Substancial,EMB-810C,EMBRAER,0,0.0,0,6,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6229,Incidente Grave,2014-09-23,SENADOR JOSÉ PORFÍRIO,PA,Norte,PERDA DE CONTROLE NO SOLO,TPP,Corrida após pouso,Voo Privado,Substancial,95-B55,BEECH AIRCRAFT,0,0.0,0,6,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6238,Acidente,2014-10-19,MANOEL URBANO,AC,Norte,PERDA DE CONTROLE NO SOLO,TPP,Corrida após pouso,Voo Privado,Substancial,EMB-810C,EMBRAER,0,0.0,0,6,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6234,Incidente Grave,2014-09-30,VARZEA GRANDE,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Decolagem,Voo Privado,Substancial,58,BEECH AIRCRAFT,0,0.0,0,4,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6233,Acidente,2014-09-29,ITAQUI,RS,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S05,Em rota,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,0.0,0,1,0,2014,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6229,Incidente Grave,2014-09-23,SENADOR JOSÉ PORFÍRIO,PA,Norte,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Substancial,95-B55,BEECH AIRCRAFT,0,0.0,0,6,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6234,Incidente Grave,2014-09-30,VARZEA GRANDE,MT,Centro-Oeste,EXCURSÃO DE PISTA,TPP,Decolagem,Voo Privado,Substancial,58,BEECH AIRCRAFT,0,0.0,0,4,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6228,Acidente,2014-10-10,JUATUBA,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Em rota,Voo de Instrução,Substancial,172N,CESSNA AIRCRAFT,0,0.0,3,0,0,2014,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
6984,Acidente,2015-04-12,MAUÁ DA SERRA,PR,Sul,COMBUSTÍVEL,PET,Em rota,Voo Privado,Substancial,CONQUEST 180 LSA,INPAER - INDÚSTRIA PAULISTA DE AERONÁUTI,0,0.0,2,0,0,2015,Protótipo Experimental,5 - Substancial
6976,Acidente,2014-01-31,MOGI-MIRIM,SP,Sudeste,PERDA DE CONTROLE EM VOO,PEX,Decolagem,Voo Privado,Substancial,,,1,0.0,0,0,0,2014,Pesquisa e Desenvolvimento Experimental,5 - Substancial
6975,Acidente,2013-07-13,PAULÍNIA,SP,Sudeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,PET,Pouso,Voo Privado,Substancial,ADVENTURE,JOAO LUIZ FAUSTINO,1,1.0,0,0,0,2013,Protótipo Experimental,5 - Substancial
6974,Acidente,2011-01-06,CAIAPÔNIA,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S05,Especializada,Operação Agrícola,Substancial,EMB-202,NEIVA,0,1.0,0,0,0,2011,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6972,Acidente,2011-11-02,NOVA ERECHIM,SC,Sul,COLISÃO NO SOLO,PRI,Decolagem,Voo de Instrução,Substancial,R22 BETA,ROBINSON HELICOPTER,0,0.0,2,0,0,2011,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
6971,Acidente,2010-12-18,RIO DE JANEIRO,RJ,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PET,Manobra,Voo Privado,Substancial,TRIKE XC,JOSÉ CLAUDIO RIBEIRO,2,0.0,0,0,0,2010,Protótipo Experimental,5 - Substancial
6703,Acidente,2016-02-20,ÁLVARES MACHADO,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Subida,Voo Privado,Substancial,P92 EAGLET,HELIO NEGRI FERNANDES,0,0.0,1,0,0,2016,Protótipo Experimental,5 - Substancial
6696,Incidente Grave,2016-01-18,QUERÊNCIA DO NORTE,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S05,Em rota,Operação Agrícola,Nenhum,AT-402B,AIR TRACTOR,0,0.0,0,1,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",3 - Nenhum
6448,Acidente,2015-09-28,ALTA FLORESTA,MT,Centro-Oeste,EXCURSÃO DE PISTA,S05,Arremetida,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,0.0,0,1,0,2015,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6446,Acidente,2015-09-19,SANTA RITA DE CÁSSIA,BA,Nordeste,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,PA-46-350P,PIPER AIRCRAFT,0,0.0,0,2,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6446,Acidente,2015-09-19,SANTA RITA DE CÁSSIA,BA,Nordeste,PERDA DE CONTROLE NO SOLO,TPP,Pouso,Voo Privado,Substancial,PA-46-350P,PIPER AIRCRAFT,0,0.0,0,2,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6222,Acidente,2014-11-01,IGARASSU,PE,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Subida,Voo Privado,Substancial,182K,CESSNA AIRCRAFT,0,3.0,3,0,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6214,Acidente,2015-01-28,MOSTARDAS,RS,Sul,PERDA DE CONTROLE EM VOO,S05,Decolagem,Operação Agrícola,Substancial,EMB-202,EMBRAER,0,0.0,1,0,0,2015,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6445,Acidente,2015-09-23,MACEIÓ,AL,Nordeste,PERDA DE CONTROLE EM VOO,ADE,Arremetida,Operação Pública,Destruída,206L-3,BELL HELICOPTER,4,0.0,0,0,0,2015,Aeronave de Demonstração,6 - Destruída
6969,Acidente,2010-05-08,LUCAS DO RIO VERDE,MT,Centro-Oeste,OUTROS,PET,Decolagem,Voo Privado,Substancial,CONQUEST 180,,0,0.0,2,0,0,2010,Protótipo Experimental,5 - Substancial
6694,Acidente,2016-01-21,JUNDIAÍ,SP,Sudeste,PERDA DE CONTROLE NO SOLO,TPP,Decolagem,Voo Privado,Substancial,525A,CESSNA AIRCRAFT,0,0.0,0,7,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
6219,Acidente,2014-10-26,RORAINOPOLIS,RR,Norte,COMBUSTÍVEL,ADE,Em rota,Operação Pública,Substancial,U206G,CESSNA AIRCRAFT,0,0.0,5,0,0,2014,Aeronave de Demonstração,5 - Substancial
6216,Incidente Grave,2014-10-23,BRAGANÇA PAULISTA,SP,Sudeste,EXCURSÃO DE PISTA,PRI,Decolagem,Voo de Instrução,Nenhum,152,CESSNA AIRCRAFT,0,0.0,0,2,0,2014,Privada Instrução (Aeroclubes e Escolas de Aviação),3 - Nenhum
6216,Incidente Grave,2014-10-23,BRAGANÇA PAULISTA,SP,Sudeste,PERDA DE CONTROLE NO SOLO,PRI,Decolagem,Voo de Instrução,Nenhum,152,CESSNA AIRCRAFT,0,0.0,0,2,0,2014,Privada Instrução (Aeroclubes e Escolas de Aviação),3 - Nenhum
6694,Acidente,2016-01-21,JUNDIAÍ,SP,Sudeste,EXCURSÃO DE PISTA,TPP,Decolagem,Voo Privado,Substancial,525A,CESSNA AIRCRAFT,0,0.0,0,7,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
