numero_da_ocorrencia,classificacao_da_ocorrencia,data_da_ocorrencia,municipio,uf,regiao,tipo_de_ocorrencia,categoria_da_aeronave,fase_da_operacao,tipo_de_operacao,danos_a_aeronave,modelo,nome_do_fabricante,lesoes_fatais,lesoes_graves,lesoes_leves,ilesos,lesoes_desconhecidas,ano_da_ocorrencia,categoria_descritivo,danos_aeronave
42081,Incidente Grave,2024-01-31,GOIÂNIA,GO,Centro-Oeste,OUTROS,TPP,Pouso,Voo Privado,Nenhum,SR22,CIRRUS DESIGN,0,,0,0,0,2024,Privada (Transporte de Pessoas e Bens sem fins lucrativos),3 - Nenhum
30803,Acidente,2021-12-20,CHUPINGUAIA,RO,Norte,EXCURSÃO DE PISTA,S05,Corrida após pouso,Operação Agrícola,Substancial,S2R-T34,THRUSH AIRCRAFT,0,,0,0,0,2021,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
30803,Acidente,2021-12-20,CHUPINGUAIA,RO,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,S05,Corrida após pouso,Operação Agrícola,Substancial,S2R-T34,THRUSH AIRCRAFT,0,,0,0,0,2021,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
42012,Acidente,2024-01-17,PORTEIRÃO,GO,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,S11,Decolagem,Operação Agrícola,Substancial,A188B,CESSNA AIRCRAFT,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
42076,Acidente,2024-01-21,ANGRA DOS REIS,RJ,Sudeste,EXCURSÃO DE PISTA,TPP,Pouso,Operação Especializada,Substancial,SF50,CIRRUS DESIGN,0,,0,7,0,2024,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
42197,Acidente,2024-02-03,CORRENTINA,BA,Nordeste,PERDA DE CONTROLE EM VOO,S05,Manobra,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
32566,Acidente,2022-06-20,UBÁ,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,M35,Cruzeiro,Táxi Aéreo,Substancial,R44,ROBINSON HELICOPTER,0,,0,0,0,2022,Aeronaves de Construção Amadora (Vários modelos e pesos),5 - Substancial
34290,Incidente Grave,2022-10-06,AMERICANA,SP,Sudeste,PERDA DE CONTROLE NO SOLO,PRI,Decolagem,Voo de Instrução,Leve,56-C,NEIVA,0,,0,0,0,2022,Privada Instrução (Aeroclubes e Escolas de Aviação),4 - Leve
34290,Incidente Grave,2022-10-06,AMERICANA,SP,Sudeste,EXCURSÃO DE PISTA,PRI,Decolagem,Voo de Instrução,Leve,56-C,NEIVA,0,,0,0,0,2022,Privada Instrução (Aeroclubes e Escolas de Aviação),4 - Leve
34646,Acidente,2019-03-08,LUIZ ALVES,SC,Sul,,S05,Não informado,,Não informado,PA-25-235,PIPER AIRCRAFT,0,,0,0,0,2019,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
35009,Acidente,2012-11-19,CAMPO GRANDE,MS,Centro-Oeste,,TPP,Não informado,,Não informado,58,BEECH AIRCRAFT,0,,0,0,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
36226,Acidente,2023-01-28,UBATUBA,SP,Sudeste,COM CARGAS EXTERNAS,S09,Manobra,Operação Especializada,Substancial,170B,CESSNA AIRCRAFT,0,,0,0,0,2023,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
36226,Acidente,2023-01-28,UBATUBA,SP,Sudeste,OPERAÇÃO A BAIXA ALTITUDE,S09,Manobra,Operação Especializada,Substancial,170B,CESSNA AIRCRAFT,0,,0,0,0,2023,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
40606,Acidente,2023-11-26,VERA CRUZ,BA,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Decolagem,Voo Privado,Substancial,172N,CESSNA AIRCRAFT,0,,0,0,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
33707,Incidente Grave,2022-08-20,ANDRADINA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S11,Subida,Operação Agrícola,Leve,EMB-201A,NEIVA,0,,0,0,0,2022,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
37006,Incidente Grave,2023-04-11,CHAPADÃO DO CÉU,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Táxi,Operação Agrícola,Leve,EMB-202A,EMBRAER,0,,0,0,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
37159,Acidente,2023-04-30,BRAGANÇA PAULISTA,SP,Sudeste,CONTATO ANORMAL COM A PISTA,TPP,Pouso,Voo Privado,Substancial,A185E,CESSNA AIRCRAFT,0,,0,0,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
37726,Acidente,2023-06-14,UNAÍ ,MG,Sudeste,OPERAÇÃO A BAIXA ALTITUDE,S05,Voo a baixa altura,Operação Agrícola,Substancial,S2R-H80,THRUSH AIRCRAFT,0,,0,0,0,2023,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
37787,Acidente,2023-06-18,PORTO NACIONAL ,TO,Norte,EXCURSÃO DE PISTA,TPP,Decolagem,Voo Privado,Substancial,EMB-810D,EMBRAER,0,,0,0,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
37787,Acidente,2023-06-18,PORTO NACIONAL ,TO,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Decolagem,Voo Privado,Substancial,EMB-810D,EMBRAER,0,,0,0,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
42486,Incidente Grave,2024-02-08,QUIRINÓPOLIS,GO,Centro-Oeste,EXCURSÃO DE PISTA,S11,Decolagem,Operação Especializada,Leve,A188B,CESSNA AIRCRAFT,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
42476,Acidente,2024-02-09,PORTO SEGURO,BA,Nordeste,PERDA DE CONTROLE EM VOO,M25,Pouso,Táxi Aéreo,Substancial,R44,ROBINSON HELICOPTER,0,,0,0,0,2024,Aeronaves de Construção Amadora (Vários modelos e pesos),5 - Substancial
33672,Acidente,2022-03-31,PRIMAVERA DO LESTE,MT,Centro-Oeste,VOO CONTROLADO CONTRA O TERRENO,TPP,Circuto de Tráfego,Voo Privado,Substancial,210L,CESSNA AIRCRAFT,0,,0,0,0,2022,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
36270,Acidente,2023-02-06,SÃO FÉLIX DO XINGU,PA,Norte,PERDA DE CONTROLE EM VOO,TPP,Arremetida,Voo Privado,Substancial,182P,CESSNA AIRCRAFT,0,,0,3,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
41687,Acidente,2024-01-02,CAPITÓLIO,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Decolagem,Voo Privado,Substancial,EC 120 B,EUROCOPTER FRANCE,0,,0,0,0,2024,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
41966,Acidente,2024-01-08,BELO HORIZONTE,MG,Sudeste,PERDA DE CONTROLE EM VOO,ADF,Decolagem,Operação Policial,Substancial,AW119MKII,LEONARDO S.P.A,0,,0,6,0,2024,Aeronave de Fabricante (Testes de Voo),5 - Substancial
41966,Acidente,2024-01-08,BELO HORIZONTE,MG,Sudeste,COLISÃO NO SOLO,ADF,Decolagem,Operação Policial,Substancial,AW119MKII,LEONARDO S.P.A,0,,0,6,0,2024,Aeronave de Fabricante (Testes de Voo),5 - Substancial
30994,Acidente,2022-01-14,CAFELÂNDIA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,S11,Manobra,Operação Agrícola,Substancial,EMB-202,NEIVA,0,,0,0,0,2022,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
30994,Acidente,2022-01-14,CAFELÂNDIA,SP,Sudeste,PERDA DE CONTROLE EM VOO,S11,Manobra,Operação Agrícola,Substancial,EMB-202,NEIVA,0,,0,0,0,2022,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
31085,Acidente,2022-01-22,BOCA DO ACRE,AM,Norte,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPP,Arremetida,Voo Privado,Substancial,M20M,MOONEY AIRCRAFT,0,,0,4,0,2022,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
37267,Incidente Grave,2023-05-10,SALVADOR,BA,Nordeste,EXCURSÃO DE PISTA,TPR,Pouso,Voo Regular,Leve,ERJ 190-400,YABORA INDUSTRIA AERONAUTICA S.A,0,,0,110,0,2023,Transporte Aéreo Regular (Linhas Aéreas Comerciais),4 - Leve
42732,Acidente,2024-02-12,FORMIGUEIRO,RS,Sul,EXCURSÃO DE PISTA,S05,Decolagem,Operação Agrícola,Substancial,A188A,CESSNA AIRCRAFT,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
42732,Acidente,2024-02-12,FORMIGUEIRO,RS,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,S05,Decolagem,Operação Agrícola,Substancial,A188A,CESSNA AIRCRAFT,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
42847,Incidente Grave,2024-02-24,ITIQUIRA,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,S05,Manobra,Operação Agrícola,Leve,EMB-202A,EMBRAER,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
42893,Incidente Grave,2024-02-23,SALTO DO JACUÍ,RS,Sul,EXCURSÃO DE PISTA,S59,Pouso,Operação Agrícola,Leve,AT-502B,AIR TRACTOR,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
42893,Incidente Grave,2024-02-23,SALTO DO JACUÍ,RS,Sul,EXCURSÃO DE PISTA,S59,Pouso,Operação Agrícola,Leve,AT-502B,AIR TRACTOR,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
42893,Incidente Grave,2024-02-23,SALTO DO JACUÍ,RS,Sul,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,S59,Pouso,Operação Agrícola,Leve,AT-502B,AIR TRACTOR,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
42893,Incidente Grave,2024-02-23,SALTO DO JACUÍ,RS,Sul,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,S59,Pouso,Operação Agrícola,Leve,AT-502B,AIR TRACTOR,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
28704,Acidente,2021-07-04,GUARAPARI,ES,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Subida,Voo de Instrução,Substancial,PA-34-200,PIPER AIRCRAFT,0,,0,0,0,2021,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
28704,Acidente,2021-07-04,GUARAPARI,ES,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Subida,Voo de Instrução,Substancial,PA-34-200,PIPER AIRCRAFT,0,,0,0,0,2021,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
28705,Acidente,2021-07-02,ACARÁ,PA,Norte,INDETERMINADO,TPP,Indeterminada,Voo Privado,Leve,58,BEECH AIRCRAFT,0,,0,0,0,2021,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
30925,Acidente,2022-01-16,SÃO FÉLIX DO ARAGUAIA,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Subida,Operação Agrícola,Substancial,S2R-H80,THRUSH AIRCRAFT,0,,0,0,0,2022,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
29403,Incidente Grave,2021-08-26,ARAQUARI,SC,Sul,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Nenhum,550,CESSNA AIRCRAFT,0,,0,0,0,2021,Privada (Transporte de Pessoas e Bens sem fins lucrativos),3 - Nenhum
29404,Acidente,2021-08-04,IRACEMA,RR,Norte,INDETERMINADO,PET,Indeterminada,Voo Privado,Desconhecida,POTY,WALTER NEY VITA SAMPAIO,0,,0,0,0,2021,Protótipo Experimental,2 - Desconhecida
29803,Incidente Grave,2021-10-01,GOIÂNIA,GO,Centro-Oeste,CONTATO ANORMAL COM A PISTA,TPP,Pouso,Voo Privado,Leve,SEAMAX M-22,SEAMAX AIRCRAFT LTDA.,0,,0,0,0,2021,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
29405,Incidente Grave,2021-08-21,JORDÃO,AC,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Corrida após pouso,Voo Privado,Leve,EMB-810D,NEIVA,0,,0,0,0,2021,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
29405,Incidente Grave,2021-08-21,JORDÃO,AC,Norte,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Leve,EMB-810D,NEIVA,0,,0,0,0,2021,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
30998,Incidente Grave,2022-01-28,BRAGANÇA PAULISTA,SP,Sudeste,EXCURSÃO DE PISTA,PRI,Decolagem,Voo de Instrução,Leve,PA-11,PIPER AIRCRAFT,0,,0,0,0,2022,Privada Instrução (Aeroclubes e Escolas de Aviação),4 - Leve
30998,Incidente Grave,2022-01-28,BRAGANÇA PAULISTA,SP,Sudeste,PERDA DE CONTROLE NO SOLO,PRI,Decolagem,Voo de Instrução,Leve,PA-11,PIPER AIRCRAFT,0,,0,0,0,2022,Privada Instrução (Aeroclubes e Escolas de Aviação),4 - Leve
42848,Acidente,2024-02-25,TURVELÂNDIA,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S11,Cruzeiro,Operação Agrícola,Substancial,EMB-202,NEIVA,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
42892,Acidente,2024-02-17,CORUPÁ,SC,Sul,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,S05,Pouso,Operação Agrícola,Substancial,PA-25-235,PIPER AIRCRAFT,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
37310,Incidente Grave,2019-10-11,EXTERIOR ,Exterior,,CONTATO ANORMAL COM A PISTA,Estrangeira,Pouso,,Nenhum,,,0,,0,105,0,2019,Aeronave com matrícula de outro país operando temporariamente,3 - Nenhum
38130,Acidente,2023-07-20,ALTA FLORESTA D'OESTE ,RO,Norte,PERDA DE CONTROLE EM VOO,AMD,Cruzeiro,Voo Privado,Substancial,PELICAN 500BR,FLYER LTDA,0,,0,0,0,2023,Aeronave de Montagem por Distribuidor,5 - Substancial
38131,Acidente,2023-07-19,SINOP ,MT,Centro-Oeste,CONTATO ANORMAL COM A PISTA,PRI,Pouso,Voo Privado,Substancial,150F,CESSNA AIRCRAFT,0,,0,0,0,2023,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
38846,Acidente,2023-09-16,BARCELOS ,AM,Norte,EXCURSÃO DE PISTA,TPX,Pouso,Táxi Aéreo,Substancial,EMB-110P1,EMBRAER,0,,0,0,0,2023,Particular Experimental,5 - Substancial
42932,Acidente,2024-02-09,JABOTICATUBAS,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,AMD,Decolagem,Voo Experimental,Substancial,GLASTAR TRICICL,LUCAS ZANELLO,0,,0,0,0,2024,Aeronave de Montagem por Distribuidor,5 - Substancial
44286,Acidente,2024-03-06,BELO HORIZONTE,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,ADF,Decolagem,Operação Especializada,Destruída,208B,CESSNA AIRCRAFT,0,,0,0,0,2024,Aeronave de Fabricante (Testes de Voo),6 - Destruída
31285,Incidente Grave,2022-02-06,PIRACICABA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Cruzeiro,Voo Privado,Nenhum,150L,CESSNA AIRCRAFT,0,,0,0,0,2022,Privada (Transporte de Pessoas e Bens sem fins lucrativos),3 - Nenhum
31426,Acidente,2022-03-02,ANGRA DOS REIS,RJ,Sudeste,EXCURSÃO DE PISTA,Estrangeira,Corrida após pouso,Voo Privado,Substancial,,,0,,0,4,0,2022,Aeronave com matrícula de outro país operando temporariamente,5 - Substancial
35366,Incidente Grave,2022-12-09,FLORIANÓPOLIS,SC,Sul,OUTROS,TPP,Pouso,Voo Privado,Nenhum,PA-46-500TP,PIPER AIRCRAFT,0,,0,5,0,2022,Privada (Transporte de Pessoas e Bens sem fins lucrativos),3 - Nenhum
43026,Acidente,2024-03-01,MARCELÂNDIA,MT,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,T11,Manobra,Operação Agrícola,Substancial,EMB-202,NEIVA,0,,0,0,0,2024,Aeronave de Construção Amadora (Trike),5 - Substancial
43026,Acidente,2024-03-01,MARCELÂNDIA,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,T11,Manobra,Operação Agrícola,Substancial,EMB-202,NEIVA,0,,0,0,0,2024,Aeronave de Construção Amadora (Trike),5 - Substancial
44440,Incidente Grave,2024-03-14,CAMPO GRANDE,MS,Centro-Oeste,CONTATO ANORMAL COM A PISTA,ADE,Pouso,Operação Especializada,Leve,EMB-810D,EMBRAER,0,,0,0,0,2024,Aeronave de Demonstração,4 - Leve
44440,Incidente Grave,2024-03-14,CAMPO GRANDE,MS,Centro-Oeste,EXCURSÃO DE PISTA,ADE,Pouso,Operação Especializada,Leve,EMB-810D,EMBRAER,0,,0,0,0,2024,Aeronave de Demonstração,4 - Leve
35974,Acidente,2023-01-12,AMAJARI,RR,Norte,COLISÃO NO SOLO,TPP,Corrida após pouso,Voo Privado,Substancial,U206G,CESSNA AIRCRAFT,0,,0,0,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
41319,Acidente,2023-12-14,SÃO JOSÉ DOS QUATRO MARCOS ,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,S11,Manobra,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,,0,0,0,2023,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
41319,Acidente,2023-12-14,SÃO JOSÉ DOS QUATRO MARCOS ,MT,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,S11,Manobra,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,,0,0,0,2023,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
46056,Acidente,2024-06-10,BAURU,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,AMD,Decolagem,Voo Privado,Destruída,ACRO SPORT 2,NELSON TINOCO,0,,0,0,0,2024,Aeronave de Montagem por Distribuidor,6 - Destruída
46057,Acidente,2024-06-12,MIRASSOL D'OESTE,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,PET,Decolagem,Voo Experimental,Substancial,CONQUEST 180 LSA,INPAER INDÚSTRIA PAULISTA DE AERONAVES,0,,0,0,0,2024,Protótipo Experimental,5 - Substancial
46059,Acidente,2024-05-22,SALVADOR,BA,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,,Cruzeiro,Desconhecida,Destruída,,,0,,0,0,0,2024,Não informado,6 - Destruída
45167,Incidente Grave,2024-04-20,SÃO FELIX DO ARAGUAIA,MT,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,TPP,Cruzeiro,Operação Agrícola,Leve,S2R-T34,THRUSH AIRCRAFT,0,,0,0,0,2024,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
45167,Incidente Grave,2024-04-20,SÃO FELIX DO ARAGUAIA,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Cruzeiro,Operação Agrícola,Leve,S2R-T34,THRUSH AIRCRAFT,0,,0,0,0,2024,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
27544,Acidente,2021-03-15,BARÃO DE MELGAÇO,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Cruzeiro,Voo Privado,Substancial,EMB-810C,EMBRAER,0,,0,6,0,2021,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
27743,Acidente,2020-10-06,TRINDADE,GO,Centro-Oeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPP,Decolagem,Voo Privado,Substancial,R44 II,ROBINSON HELICOPTER,0,,0,0,0,2020,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
27765,Incidente Grave,2021-03-31,AQUIRAZ,CE,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Circuto de Tráfego,Voo Privado,Leve,FOX V-4,VECTOR ULTRALIGHT IND E COM LTDA,0,,0,0,0,2021,Protótipo Experimental,4 - Leve
28183,Acidente,2021-05-11,RIACHÃO DAS NEVES,BA,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Decolagem,Operação Agrícola,Substancial,AT-502B,AIR TRACTOR,0,,0,0,0,2021,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
44727,Acidente,2024-03-27,PARÁ DE MINAS,MG,Sudeste,PERDA DE CONTROLE NO SOLO,TPP,Pairado,Voo Privado,Substancial,R66,ROBINSON HELICOPTER,0,,0,0,0,2024,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
44906,Acidente,2024-03-18,MANOEL URBANO,AC,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Decolagem,Voo Privado,Substancial,182P,CESSNA AIRCRAFT,2,5.0,0,0,0,2024,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
28184,Incidente Grave,2021-05-13,SANTARÉM,PA,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPX,Pouso,Táxi Aéreo,Leve,210L,CESSNA AIRCRAFT,0,,0,2,0,2021,Particular Experimental,4 - Leve
29084,Acidente,2021-08-02,UMUARAMA,PR,Sul,PERDA DE CONTROLE EM VOO,S05,Manobra,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,,0,0,0,2021,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
36128,Acidente,2023-01-22,BRASNORTE,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Decolagem,Voo Privado,Substancial,S2R-H80,THRUSH AIRCRAFT,0,,0,0,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
37026,Acidente,2023-04-18,MANOEL URBANO,AC,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Cruzeiro,Voo Privado,Substancial,EMB-711C,NEIVA,0,,0,4,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
38748,Acidente,2023-09-07,SANTA TEREZINHA DE ITAIPU ,PR,Sul,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,EMB-810D,NEIVA,0,,0,6,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
38748,Acidente,2023-09-07,SANTA TEREZINHA DE ITAIPU ,PR,Sul,CONTATO ANORMAL COM A PISTA,TPP,Pouso,Voo Privado,Substancial,EMB-810D,NEIVA,0,,0,6,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
45319,Acidente,2024-04-26,TAPURAH,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Voo a baixa altura,Operação Agrícola,Substancial,EMB-203,EMBRAER,0,,0,0,0,2024,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
45319,Acidente,2024-04-26,TAPURAH,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Voo a baixa altura,Operação Agrícola,Substancial,EMB-203,EMBRAER,0,,0,0,0,2024,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
45319,Acidente,2024-04-26,TAPURAH,MT,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,TPP,Voo a baixa altura,Operação Agrícola,Substancial,EMB-203,EMBRAER,0,,0,0,0,2024,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
45319,Acidente,2024-04-26,TAPURAH,MT,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,TPP,Voo a baixa altura,Operação Agrícola,Substancial,EMB-203,EMBRAER,0,,0,0,0,2024,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
45475,Incidente Grave,2024-04-27,CANARANA,MT,Centro-Oeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,S05,Descida,Operação Agrícola,Leve,EMB-202A,EMBRAER,0,,0,0,0,2024,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
32287,Incidente Grave,2022-05-30,SÃO GABRIEL,RS,Sul,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Leve,F33A,BEECH AIRCRAFT,0,,0,0,0,2022,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
33849,Incidente Grave,2022-08-31,ASSIS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PET,Pouso,Voo Privado,Leve,PELICAN 500BR,FLYER INDÚSTRIA AERONÁUTICA LTDA.,0,,0,0,0,2022,Protótipo Experimental,4 - Leve
35807,Acidente,2022-12-23,CACEQUI ,RS,Sul,EXCURSÃO DE PISTA,S05,Decolagem,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,,0,0,0,2022,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
37313,Incidente Grave,2023-05-13,CAMPO VERDE ,MT,Centro-Oeste,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Leve,EMB-203,EMBRAER,0,,0,0,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
37313,Incidente Grave,2023-05-13,CAMPO VERDE ,MT,Centro-Oeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPP,Corrida após pouso,Voo Privado,Leve,EMB-203,EMBRAER,0,,0,0,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
37426,Incidente Grave,2023-05-26,BRASÍLIA ,DF,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Pouso,Voo Privado,Substancial,B60,BEECH AIRCRAFT,0,,0,0,0,2023,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
44986,Acidente,2024-04-18,CAMPO GRANDE,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,ADE,Aproximação,Operação Policial,Substancial,206B,BELL HELICOPTER,0,,0,3,0,2024,Aeronave de Demonstração,5 - Substancial
